	alfuzosine	milligram	G04CA01, G04CA01	Active	1,234.56	1	alfuzosine	[All]	Tablet;Tablet met gereguleerde afgifte
	alglucosidase alfa	milligram	A16AB07, A16AB07	Active	1,234.56	1	alglucosidase alfa	[All]	Poeder voor oplossing voor infusie;Infuus
	alimemazine	milligram	R06AD01	Active	1,234.56	1	alimemazine	[All]	Drank
	alirocumab	milligram	C10AX14	Active	1,234.56	1	alirocumab	[All]	Injectievloeistof
	aliskiren	milligram	C09XA02	Active	1,234.56	1	aliskiren	[All]	Tablet
	alitretinoine	milligram	D11AH04	Active	1,234.56	1	alitretinoine	[All]	Capsule
	allopurinol	milligram	M04AA01, M04AA01, M04AA01	Active	1,234.56	1	allopurinol	[All]	Tablet;Poeder voor oplossing voor infusie;Capsule
	almotriptan	milligram	N02CC05	Active	1,234.56	1	almotriptan	[All]	Omhulde tablet
	alpelisib	milligram	L01EM03	Active	1,234.56	1	alpelisib	[All]	Tablet
	alprazolam	milligram	N05BA12, N05BA12	Active	1,234.56	1	alprazolam	[All]	Tablet;Tablet met gereguleerde afgifte
	alprostadil	milligram	C01EA01, G04BE01	Active	1,234.56	1	alprostadil	[All]	Concentraat voor oplossing voor infusie;Creme
	alteplase	milligram	B01AD02, B01AD02	Active	1,234.56	1	alteplase	[All]	Poeder voor oplossing voor infusie;Infuus
	althaea/tijm pastille	stuk	R05CA10	Active	1,234.56	1	althaea/tijm pastille	[All]	Pastille
	aluminiumacetotartraat	milligram	S02AA04, D08AB	Active	1,234.56	1	aluminiumacetotartraat	[All]	Oordruppels;Oplossing
	aluminiumchloride	milligram	D11AA	Active	1,234.56	1	aluminiumchloride	[All]	Oplossing voor cutaan gebruik
	aluminiumhydroxidemagnesiumcarbonaat	milligram	A02AD	Active	1,234.56	1	aluminiumhydroxidemagnesiumcarbonaat	[All]	Kauwtablet
	aluminiumhydroxychloride	milligram	D11AA, D11AA	Active	1,234.56	1	aluminiumhydroxychloride	[All]	Oplossing voor cutaan gebruik;Creme
	aluminiumkaliumsulfaat	milligram	B05CX	Active	1,234.56	1	aluminiumkaliumsulfaat	[All]	Blaasspoeling
	amantadine	milligram	N04BB01, N04BB01	Active	1,234.56	1	amantadine	[All]	Capsule;Drank
	ambrisentan	milligram	C02KX02	Active	1,234.56	1	ambrisentan	[All]	Tablet
	ambroxol	milligram	R05CB06	Active	1,234.56	1	ambroxol	[All]	Zuigtablet
	amfotericine b	milligram	A07AA07, J02AA01, J02AA01, A01AB04, A07AA07, S01AX, J02AA01, G01AA03, S02AA	Active	1,234.56	1	amfotericine b	[All]	Suspensie voor oraal gebruik;Poeder voor oplossing voor infusie;Concentraat voor oplossing voor infusie;Zuigtablet;Tablet;Oogdruppels;Infuus;Ovule;Oordruppels
	amidotrizoinezuur	milligram	V08AA01, V08AA01, V08AA01	Active	1,234.56	1	amidotrizoinezuur	[All]	Infusievloeistof;Drank/concentraat voor klysma;Gel voor vaginaal gebruik
	amifampridine	milligram	N07XX05, N07XX05	Active	1,234.56	1	amifampridine	[All]	Tablet;Tablet met gereguleerde afgifte
	amikacine	milligram	J01GB06, S01AA21, J01GB06	Active	1,234.56	1	amikacine	[All]	Injectievloeistof;Dispersie voor vernevelvloeistof
	amiloride	milligram	C03DB01, C03DB01	Active	1,234.56	1	amiloride	[All]	Tablet;Capsule
	aminolevulinezuur	milligram	L01XD04, L01XD04, L01XD04	Active	1,234.56	1	aminolevulinezuur	[All]	Poeder voor drank;Pleister;Gel
	amiodaron	milligram	C01BD01, C01BD01, C01BD01, C01BD01	Active	1,234.56	1	amiodaron	[All]	Tablet;Injectievloeistof;Infuus;Infusievloeistof
	amisulpride	milligram	N05AL05	Active	1,234.56	1	amisulpride	[All]	Tablet
	amitriptyline	milligram	N06AA09, V03AX, N06AA09	Active	1,234.56	1	amitriptyline	[All]	Tablet;Creme;Suspensie voor oraal gebruik
	amlodipine	milligram	C08CA01, C08CA01, C08CA01, C08CA01	Active	1,234.56	1	amlodipine	[All]	Tablet;Capsule;Suspensie voor oraal gebruik;Drank
	amlodipine/olmesartan tablet	stuk	C09DB02	Active	1,234.56	1	amlodipine/olmesartan tablet	[All]	Tablet
	amlodipine/perindopril tablet	stuk	C09BB04	Active	1,234.56	1	amlodipine/perindopril tablet	[All]	Tablet
	amlodipine/valsartan tablet	stuk	C09DB01	Active	1,234.56	1	amlodipine/valsartan tablet	[All]	Tablet
	ammoniumchloride	milligram	B05XA04, G04BA01, G04BA01	Active	1,234.56	1	ammoniumchloride	[All]	Infusievloeistof;Maagsapresistente tablet;Capsule
	ammoniumchloride/ammoniak/anijs/zoethout drank	milliliter	R05CA10	Active	1,234.56	1	ammoniumchloride/ammoniak/anijs/zoethout drank	[All]	Drank
	amoxicilline	milligram	J01CA04, J01CA04, J01CA04, J01CA04, J01CA04, J01CA04, J01CA04, V04CL, J01CA04	Active	1,234.56	1	amoxicilline	[All]	Suspensie voor oraal gebruik;Poeder voor injectievloeistof;Capsule;Omhulde tablet;Dispergeerbare tablet;Poeder voor oplossing voor infusie;Infuus;Injectievloeistof;Infusievloeistof
	amoxicilline/clavulaanzuur poeder voor injectievloeistof	stuk	J01CR02	Active	1,234.56	1	amoxicilline/clavulaanzuur poeder voor injectievloeistof	[All]	Poeder voor injectievloeistof
	amoxicilline/clavulaanzuur poeder voor oplossing voor infusie	stuk	J01CR02	Active	1,234.56	1	amoxicilline/clavulaanzuur poeder voor oplossing voor infusie	[All]	Poeder voor oplossing voor infusie
	amoxicilline/clavulaanzuur suspensie voor oraal gebruik	milliliter	J01CR02	Active	1,234.56	1	amoxicilline/clavulaanzuur suspensie voor oraal gebruik	[All]	Suspensie voor oraal gebruik
	amoxicilline/clavulaanzuur tablet	stuk	J01CR02	Active	1,234.56	1	amoxicilline/clavulaanzuur tablet	[All]	Tablet
	amsacrine	milligram	L01XX01, L01XX01	Active	1,234.56	1	amsacrine	[All]	Concentraat voor oplossing voor infusie;Infuus
	amylase/lipase/protease capsule	stuk	A09AA02	Active	1,234.56	1	amylase/lipase/protease capsule	[All]	Capsule
	amylase/lipase/protease maagsapresistent granulaat	stuk	A09AA02	Active	1,234.56	1	amylase/lipase/protease maagsapresistent granulaat	[All]	Maagsapresistent granulaat
	amylase/lipase/protease maagsapresistente capsule	stuk	A09AA02	Active	1,234.56	1	amylase/lipase/protease maagsapresistente capsule	[All]	Maagsapresistente capsule
	amylase/lipase/protease poeder voor klysma	stuk	A09AA02	Active	1,234.56	1	amylase/lipase/protease poeder voor klysma	[All]	Poeder voor klysma
	amylmetacresol/dichloorbenzylalcohol zuigtablet	stuk	R02AA03	Active	1,234.56	1	amylmetacresol/dichloorbenzylalcohol zuigtablet	[All]	Zuigtablet
	amylmetacresol/dichloorbenzylalcohol/lidocaine zuigtablet	stuk	R02AA20	Active	1,234.56	1	amylmetacresol/dichloorbenzylalcohol/lidocaine zuigtablet	[All]	Zuigtablet
	anagrelide	milligram	L01XX35	Active	1,234.56	1	anagrelide	[All]	Capsule
	anakinra	milligram	L04AC03, L04AC03	Active	1,234.56	1	anakinra	[All]	Injectievloeistof;Injectie
	anastrozol	milligram	L02BG03	Active	1,234.56	1	anastrozol	[All]	Tablet
	andexanet alfa	milligram	V03AB38	Active	1,234.56	1	andexanet alfa	[All]	Poeder voor oplossing voor infusie
	angiotensine ii	milligram	C01CX09	Active	1,234.56	1	angiotensine ii	[All]	Concentraat voor oplossing voor infusie
	anidulafungine	milligram	J02AX06, J02AX06	Active	1,234.56	1	anidulafungine	[All]	Poeder voor oplossing voor infusie;Infuus
	anifrolumab	milligram	L04AA51	Active	1,234.56	1	anifrolumab	[All]	Concentraat voor oplossing voor infusie
	antitrombine iii	internationale eenheid	B01AB02	Active	1,234.56	1	antitrombine iii	[All]	Poeder voor oplossing voor infusie
	apalutamide	milligram	L02BB05	Active	1,234.56	1	apalutamide	[All]	Tablet
	apixaban	milligram	B01AF02	Active	1,234.56	1	apixaban	[All]	Tablet
	apomorfine	milligram	N04BC07, N04BC07, N04BC07	Active	1,234.56	1	apomorfine	[All]	Injectievloeistof;Infusievloeistof;Injectie/infusieoplossing
	apraclonidine	milligram	S01EA03	Active	1,234.56	1	apraclonidine	[All]	Oogdruppels
	apremilast	milligram	L04AA32	Active	1,234.56	1	apremilast	[All]	Tablet
	aprepitant	milligram	A04AD12, A04AD12	Active	1,234.56	1	aprepitant	[All]	Capsule;Poeder voor orale suspensie
	aprotinine	kallidinogenase inactiverende eenheid	B02AB01	Active	1,234.56	1	aprotinine	[All]	Infusievloeistof
	argatroban	milligram	B01AE03	Active	1,234.56	1	argatroban	[All]	Concentraat voor oplossing voor infusie
	arginine	milligram	B05XB01, B05XB01, A16AA, A16AA, B05XB01	Active	1,234.56	1	arginine	[All]	Infusievloeistof;Concentraat voor oplossing voor infusie;Drank;Capsule;Infuus
	arginine/lysine infusievloeistof	milliliter	V03AF11	Active	1,234.56	1	arginine/lysine infusievloeistof	[All]	Infusievloeistof
	argipressine	internationale eenheid	H01BA01	Active	1,234.56	1	argipressine	[All]	Concentraat voor oplossing voor infusie
	aripiprazol	milligram	N05AX12, N05AX12, N05AX12, N05AX12, N05AX12, N05AX12	Active	1,234.56	1	aripiprazol	[All]	Tablet;Injectievloeistof;Capsule;Poeder voor suspensie voor injectie;Drank;Suspensie voor oraal gebruik
	arnica	milligram	Z	Active	1,234.56	1	arnica	[All]	Gel
	arseentrioxide	milligram	L01XX27, L01XX27	Active	1,234.56	1	arseentrioxide	[All]	Concentraat voor oplossing voor infusie;Infuus
	artemether/lumefantrine tablet	stuk	P01BF01	Active	1,234.56	1	artemether/lumefantrine tablet	[All]	Tablet
	artenimol/piperaquine tablet	stuk	P01BF05	Active	1,234.56	1	artenimol/piperaquine tablet	[All]	Tablet
	artesunaat	milligram	P01BE03	Active	1,234.56	1	artesunaat	[All]	Poeder voor injectievloeistof
	articaine	milligram	N01BB08	Active	1,234.56	1	articaine	[All]	Injectievloeistof
	ascorbinezuur	milligram	A11GA01, A11GA01, A11GA01, A11GA01, S01XA15	Active	1,234.56	1	ascorbinezuur	[All]	Tablet;Injectievloeistof;Concentraat voor oplossing voor infusie;Poeder voor oraal gebruik;Oogdruppels
	ascorbinezuur/cyanocobalamine/foliumzuur/biotine/nicotinamide/pyridoxine/thiamine/pantotheenzuur/riboflavine poeder voor oplossing voor infusie	stuk	B05XC	Active	1,234.56	1	ascorbinezuur/cyanocobalamine/foliumzuur/biotine/nicotinamide/pyridoxine/thiamine/pantotheenzuur/riboflavine poeder voor oplossing voor infusie	[All]	Poeder voor oplossing voor infusie
	ascorbinezuur/cyanocobalamine/foliumzuur/dexpanthenol/retinol/biotine/nicotinamide/pyridoxine/colecalciferol/tocoferol, dl-alfa-/riboflavine/cocarboxylase poeder voor injectievloeistof	stuk	B05XC	Active	1,234.56	1	ascorbinezuur/cyanocobalamine/foliumzuur/dexpanthenol/retinol/biotine/nicotinamide/pyridoxine/colecalciferol/tocoferol, dl-alfa-/riboflavine/cocarboxylase poeder voor injectievloeistof	[All]	Poeder voor injectievloeistof
	ascorbinezuur/dexpanthenol concentraat voor oplossing voor infusie	milliliter	B05XC	Active	1,234.56	1	ascorbinezuur/dexpanthenol concentraat voor oplossing voor infusie	[All]	Concentraat voor oplossing voor infusie
	ascorbinezuur/kaliumchloride/natriumchloride/macrogol poeder voor drank	stuk	A06AD65	Active	1,234.56	1	ascorbinezuur/kaliumchloride/natriumchloride/macrogol poeder voor drank	[All]	Poeder voor drank
	ascorbinezuur/kaliumchloride/natriumchloride/natriumsulfaat/macrogol poeder voor drank	stuk	A06AD65	Active	1,234.56	1	ascorbinezuur/kaliumchloride/natriumchloride/natriumsulfaat/macrogol poeder voor drank	[All]	Poeder voor drank
	asfotase alfa	milligram	A16AB13	Active	1,234.56	1	asfotase alfa	[All]	Injectievloeistof
	asparaginase	internationale eenheid	L01XX02, L01XX02, L01XX02, L01XX02	Active	1,234.56	1	asparaginase	[All]	Poeder voor injectievloeistof;Injectie;Injectie/infuus;Poeder voor oplossing voor infusie
	ataluren	milligram	M09AX03	Active	1,234.56	1	ataluren	[All]	Granulaat voor orale suspensie
	atazanavir	milligram	J05AE08	Active	1,234.56	1	atazanavir	[All]	Capsule
	atenolol	milligram	C07AB03, C07AB03, C07AB03	Active	1,234.56	1	atenolol	[All]	Tablet;Drank;Suspensie voor oraal gebruik
	atenolol/chloortalidon tablet	stuk	C07CB03	Active	1,234.56	1	atenolol/chloortalidon tablet	[All]	Tablet
	atezolizumab	milligram	L01FF05, L01FF05	Active	1,234.56	1	atezolizumab	[All]	Concentraat voor oplossing voor infusie;Infuus
	atomoxetine	milligram	N06BA09, N06BA09	Active	1,234.56	1	atomoxetine	[All]	Capsule;Tablet
	atorvastatine	milligram	C10AA05, C10AA05	Active	1,234.56	1	atorvastatine	[All]	Tablet;Kauwtablet
	atosiban	milligram	G02CX01, G02CX01, G02CX01	Active	1,234.56	1	atosiban	[All]	Injectievloeistof;Concentraat voor oplossing voor infusie;Infuus
	atovaquon	milligram	P01AX06	Active	1,234.56	1	atovaquon	[All]	Suspensie voor oraal gebruik
	atracurium	milligram	M03AC04, V04CL, M03AC04	Active	1,234.56	1	atracurium	[All]	Injectievloeistof;Infuus
	atropine	milligram	A03BA01, A03BA01, S01FA01, A03BA01, A03BA01, S01FA01	Active	1,234.56	1	atropine	[All]	Tablet;Injectievloeistof;Oogdruppels;Drank;Infusievloeistof;Oogzalf
	atropine/midazolam klysma	milliliter	N05CX	Active	1,234.56	1	atropine/midazolam klysma	[All]	Klysma
	aurothiobarnsteenzuur	milligram	M01CB01	Active	1,234.56	1	aurothiobarnsteenzuur	[All]	Injectievloeistof
	autologe limbale corneale (stam)cellen	cellen	S01XA19	Active	1,234.56	1	autologe limbale corneale (stam)cellen	[All]	Levend weefsel equivalent
	avacopan	milligram	L04	Active	1,234.56	1	avacopan	[All]	Capsule
	avanafil	milligram	G04BE10	Active	1,234.56	1	avanafil	[All]	Tablet
	avapritinib	milligram	L01EX18	Active	1,234.56	1	avapritinib	[All]	Tablet
	avatrombopag	milligram	B02BX08	Active	1,234.56	1	avatrombopag	[All]	Tablet
	avelumab	milligram	L01FF04	Active	1,234.56	1	avelumab	[All]	Concentraat voor oplossing voor infusie
	axitinib	milligram	L01EK01	Active	1,234.56	1	axitinib	[All]	Tablet
	azacitidine	milligram	L01BC07, L01BC07, L01BC07	Active	1,234.56	1	azacitidine	[All]	Poeder voor suspensie voor injectie;Injectie;Tablet
	azathioprine	milligram	L04AX01, L04AX01, L04AX01, L04AX01	Active	1,234.56	1	azathioprine	[All]	Tablet;Injectie;Suspensie voor oraal gebruik;Capsule
	azelainezuur	milligram	D10AX03	Active	1,234.56	1	azelainezuur	[All]	Creme
	azelastine	milligram	R01AC03, S01GX07	Active	1,234.56	1	azelastine	[All]	Neusspray;Oogdruppels
	azijnzuur	milligram	S02AA10, D03, V04CX, S02AA10	Active	1,234.56	1	azijnzuur	[All]	Oordruppels;Spoeling;Vloeistof voor vaginaal gebruik;Oplossing
	azijnzuur/calciumchloride/natriumchloride/glycine/zinkchloride/zoutzuur/glycerofosforzuur/alanine/fenylalanine/isoleucine/kaliumhydroxide/leucine/lysine/magnesiumchloride/methionine/proline/serine/taurine/threonine/tryptofaan/tyrosine/valine/glucose/arginine/histidine infusievloeistof	milliliter	B05BA10	Active	1,234.56	1	azijnzuur/calciumchloride/natriumchloride/glycine/zinkchloride/zoutzuur/glycerofosforzuur/alanine/fenylalanine/isoleucine/kaliumhydroxide/leucine/lysine/magnesiumchloride/methionine/proline/serine/taurine/threonine/tryptofaan/tyrosine/valine/glucose/arginine/histidine infusievloeistof	[All]	Infusievloeistof
	azijnzuur/glycine/alanine/fenylalanine/isoleucine/leucine/methionine/proline/serine/taurine/threonine/tryptofaan/tyrosine/valine/glucose/arginine/histidine/lysine infusievloeistof	milliliter	B05BA10	Active	1,234.56	1	azijnzuur/glycine/alanine/fenylalanine/isoleucine/leucine/methionine/proline/serine/taurine/threonine/tryptofaan/tyrosine/valine/glucose/arginine/histidine/lysine infusievloeistof	[All]	Infusievloeistof
	azijnzuur/hydrocortison oordruppels	gram	S02CA03	Active	1,234.56	1	azijnzuur/hydrocortison oordruppels	[All]	Oordruppels
	azijnzuur/triamcinolonacetonide oordruppels	gram	S02CA04	Active	1,234.56	1	azijnzuur/triamcinolonacetonide oordruppels	[All]	Oordruppels
	azitromycine	milligram	J01FA10, J01FA10, S01AA26	Active	1,234.56	1	azitromycine	[All]	Tablet;Suspensie voor oraal gebruik;Oogdruppels
	aztreonam	milligram	J01DF01	Active	1,234.56	1	aztreonam	[All]	Poeder voor vernevelvloeistof
	baclofen	milligram	M03BX01, M03BX01, M03BX01, M03BX01, M03BX01, M03BX01, V03AX, M03BX01	Active	1,234.56	1	baclofen	[All]	Tablet;Injectievloeistof;Infusievloeistof;Drank;Concentraat voor oplossing voor infusie;Injectie/infusieoplossing;Creme;Suspensie voor oraal gebruik
	baloxavir	milligram	J05AX25	Active	1,234.56	1	baloxavir	[All]	Tablet
	baricitinib	milligram	L04AA37	Active	1,234.56	1	baricitinib	[All]	Tablet
	bariumsulfaat	gram	V08BA01, V08BA01, V08BA01, V08BA01	Active	1,234.56	1	bariumsulfaat	[All]	Suspensie voor oraal gebruik;Poeder voor orale suspensie;Klysma;Pasta voor oraal gebruik
	bariumsulfaat/methylmethacrylaatstyreencopolymeer/methacrylzuurcopolymeren poeder voor cement	stuk	Z	Active	1,234.56	1	bariumsulfaat/methylmethacrylaatstyreencopolymeer/methacrylzuurcopolymeren poeder voor cement	[All]	Poeder voor cement
	barnidipine	milligram	C08CA12	Active	1,234.56	1	barnidipine	[All]	Capsule met gereguleerde afgifte
	basiliximab	milligram	L04AC02, L04AC02	Active	1,234.56	1	basiliximab	[All]	Poeder voor oplossing voor infusie;Infuus
	bastaardsmeerwortel	milligram	V03A	Active	1,234.56	1	bastaardsmeerwortel	[All]	Creme
	bazedoxifeen	milligram	G03XC02	Active	1,234.56	1	bazedoxifeen	[All]	Tablet
	bcg-vaccin	milligram	L03AX03, J07AN01	Active	1,234.56	1	bcg-vaccin	[All]	Poeder voor instillatievloeistof;Poeder voor suspensie voor injectie
	beclometason	milligram	R03BA01, R01AD01, R03BA01, A07EA07, A07EA07	Active	1,234.56	1	beclometason	[All]	Aerosol;Neusspray;Inhalatiepoeder;Klysma;Zetpil
	beclometason/formoterol aerosol	dosis	R03AK08	Active	1,234.56	1	beclometason/formoterol aerosol	[All]	Aerosol
	beclometason/formoterol inhalatiepoeder	dosis	R03AK08	Active	1,234.56	1	beclometason/formoterol inhalatiepoeder	[All]	Inhalatiepoeder
	beclometason/glycopyrronium/formoterol aerosol	dosis	R03AL09	Active	1,234.56	1	beclometason/glycopyrronium/formoterol aerosol	[All]	Aerosol
	beclometason/glycopyrronium/formoterol inhalatiepoeder	dosis	R03AL09	Active	1,234.56	1	beclometason/glycopyrronium/formoterol inhalatiepoeder	[All]	Inhalatiepoeder
	beclometason/mesalazine klysma	gram	A07E	Active	1,234.56	1	beclometason/mesalazine klysma	[All]	Klysma
	beclometason/mesalazine zetpil	stuk	A07E	Active	1,234.56	1	beclometason/mesalazine zetpil	[All]	Zetpil
	beclometason/mesalazine/opium klysma	gram	A07E	Active	1,234.56	1	beclometason/mesalazine/opium klysma	[All]	Klysma
	bedaquiline	milligram	J04AK05	Active	1,234.56	1	bedaquiline	[All]	Tablet
	belatacept	milligram	L04AA28, L04AA28	Active	1,234.56	1	belatacept	[All]	Poeder voor oplossing voor infusie;Infuus
	belimumab	milligram	L04AA26, L04AA26, L04AA26	Active	1,234.56	1	belimumab	[All]	Poeder voor oplossing voor infusie;Infuus;Injectievloeistof
	bempedoinezuur	milligram	C10AX15	Active	1,234.56	1	bempedoinezuur	[All]	Tablet
	benazepril	milligram	C09AA07	Active	1,234.56	1	benazepril	[All]	Tablet
	bendamustine	milligram	L01AA09, L01AA09	Active	1,234.56	1	bendamustine	[All]	Poeder voor oplossing voor infusie;Infuus
	benperidol	milligram	N05AD07	Active	1,234.56	1	benperidol	[All]	Druppels voor oraal gebruik
	benralizumab	milligram	R03DX10	Active	1,234.56	1	benralizumab	[All]	Injectievloeistof
	benzalkonium	milligram	D08AJ01	Active	1,234.56	1	benzalkonium	[All]	Huidspray
	benzbromaron	milligram	M04AB03	Active	1,234.56	1	benzbromaron	[All]	Tablet
	benzoezuur	milligram	A16AX11, A16AX11, A16AX11, A16AX11	Active	1,234.56	1	benzoezuur	[All]	Drank;Oplossing voor parenteraal/oraal gebruik;Capsule;Concentraat voor oplossing voor infusie
	benzoezuur/salicylzuur creme	gram	D01AE20	Active	1,234.56	1	benzoezuur/salicylzuur creme	[All]	Creme
	benzoezuur/salicylzuur zalf	gram	D01AE20	Active	1,234.56	1	benzoezuur/salicylzuur zalf	[All]	Zalf
